match_id,home_team_id,away_team_id,home_team_goals,away_team_goals,match_date,matchweek,referee,stadium_id,season_id
1,120,150,2,4,15/08/1992,1,Alan Gunn,231,1992/1993
2,134,152,1,1,15/08/1992,1,Jim Borrett,147,1992/1993
3,135,148,2,1,15/08/1992,1,Howard King,148,1992/1993
4,136,124,3,3,15/08/1992,1,Roger Milford,149,1992/1993
5,138,157,1,1,15/08/1992,1,Kelvin Morton,151,1992/1993
6,142,121,1,1,15/08/1992,1,Alf Buksh,155,1992/1993
7,143,168,2,1,15/08/1992,1,Gerald Ashby,156,1992/1993
8,156,147,2,1,15/08/1992,1,Brian Hill,169,1992/1993
9,158,163,0,0,15/08/1992,1,Vic Callow,235,1992/1993
10,151,145,1,0,16/08/1992,1,Mike Reed,164,1992/1993
11,146,154,1,1,17/08/1992,1,Martin Bodenham,233,1992/1993
12,124,120,1,0,18/08/1992,1,Joe Worrall,137,1992/1993
13,168,142,0,1,18/08/1992,1,Robert Hart,149,1992/1993
14,121,143,1,1,19/08/1992,1,Keith Hackett,134,1992/1993
15,145,156,2,1,19/08/1992,1,David Elleray,158,1992/1993
16,147,138,0,3,19/08/1992,1,Keren Barratt,160,1992/1993
17,148,146,2,0,19/08/1992,1,Stephen Lodge,232,1992/1993
18,150,134,2,1,19/08/1992,1,Gerald Ashby,163,1992/1993
19,152,136,1,1,19/08/1992,1,Mike Peck,165,1992/1993
20,154,158,3,1,19/08/1992,1,Ray Bigger,167,1992/1993
21,157,151,2,0,19/08/1992,1,Philip Don,170,1992/1993
22,163,135,0,2,19/08/1992,1,Dermot Gallagher,234,1992/1993
23,121,158,1,1,22/08/1992,2,Kelvin Morton,134,1992/1993
24,124,146,1,0,22/08/1992,2,Robert Hart,137,1992/1993
25,147,142,1,1,22/08/1992,2,Gerald Ashby,160,1992/1993
26,148,143,4,1,22/08/1992,2,David Allison,232,1992/1993
27,150,138,1,1,22/08/1992,2,John Key,163,1992/1993
28,152,151,5,3,22/08/1992,2,Ron Groves,165,1992/1993
29,154,156,3,2,22/08/1992,2,Peter Foakes,167,1992/1993
30,157,134,3,3,22/08/1992,2,Roger Dilkes,170,1992/1993
31,163,136,2,2,22/08/1992,2,Philip Don,234,1992/1993
32,168,135,1,2,22/08/1992,2,Jim Borrett,149,1992/1993
33,145,120,0,2,23/08/1992,2,Ken Redfern,158,1992/1993
34,158,147,0,1,24/08/1992,2,Gary Lewis,235,1992/1993
35,136,157,1,1,25/08/1992,2,John Martin,149,1992/1993
36,138,121,1,0,25/08/1992,2,Martin Bodenham,151,1992/1993
37,142,145,2,2,25/08/1992,2,Bob Hamer,155,1992/1993
38,143,163,5,0,25/08/1992,2,Mike Reed,156,1992/1993
39,156,168,2,2,25/08/1992,2,Keren Barratt,169,1992/1993
40,120,152,2,0,26/08/1992,2,Roger Milford,231,1992/1993
41,134,124,0,0,26/08/1992,2,Ray Bigger,147,1992/1993
42,135,154,0,1,26/08/1992,2,Ray Bigger,148,1992/1993
43,146,150,3,1,26/08/1992,2,David Elleray,233,1992/1993
44,120,157,2,1,29/08/1992,3,Paul Durkin,231,1992/1993
45,134,154,1,0,29/08/1992,3,Alf Buksh,147,1992/1993
46,135,124,0,2,29/08/1992,3,Ray Lewis,148,1992/1993
47,136,150,1,2,29/08/1992,3,David Allison,149,1992/1993
48,138,168,0,0,29/08/1992,3,Howard King,151,1992/1993
49,143,145,2,2,29/08/1992,3,Roger Dilkes,156,1992/1993
50,146,152,3,3,29/08/1992,3,Dermot Gallagher,233,1992/1993
51,151,147,0,2,29/08/1992,3,Ken Redfern,164,1992/1993
52,156,121,0,2,29/08/1992,3,Roger Milford,169,1992/1993
53,158,148,2,1,29/08/1992,3,Rodger Gifford,235,1992/1993
54,142,163,1,1,30/08/1992,3,Keith Hackett,155,1992/1993
55,150,151,3,1,31/08/1992,3,Brian Hill,163,1992/1993
56,145,158,1,1,01/09/1992,3,Robert Hart,158,1992/1993
57,148,142,2,2,01/09/1992,3,Bob Nixon,232,1992/1993
58,152,143,2,2,01/09/1992,3,Keren Barratt,165,1992/1993
59,168,146,0,1,01/09/1992,3,Mike Reed,149,1992/1993
60,121,134,1,3,02/09/1992,3,Peter Foakes,134,1992/1993
61,147,136,1,0,02/09/1992,3,Vic Callow,160,1992/1993
62,154,120,0,0,02/09/1992,3,Ron Groves,167,1992/1993
63,157,135,1,2,02/09/1992,3,Rodger Gifford,170,1992/1993
64,163,156,2,0,02/09/1992,3,George Pearson,234,1992/1993
65,121,136,3,0,05/09/1992,4,Ken Redfern,134,1992/1993
66,124,151,4,1,05/09/1992,4,Bob Nixon,137,1992/1993
67,145,134,2,1,05/09/1992,4,John Key,158,1992/1993
68,148,156,2,0,05/09/1992,4,Alf Buksh,232,1992/1993
69,150,158,1,0,05/09/1992,4,Keith Hackett,163,1992/1993
70,152,135,0,1,05/09/1992,4,David Allison,165,1992/1993
71,154,142,0,0,05/09/1992,4,Dermot Gallagher,167,1992/1993
72,157,146,0,3,05/09/1992,4,Ray Bigger,170,1992/1993
73,163,138,2,1,05/09/1992,4,Robert Hart,234,1992/1993
74,168,120,3,2,05/09/1992,4,Keith Burge,149,1992/1993
75,147,143,2,0,06/09/1992,4,Philip Don,160,1992/1993
76,120,124,0,1,12/09/1992,5,Mike Reed,231,1992/1993
77,134,150,2,3,12/09/1992,5,Keren Barratt,147,1992/1993
78,136,152,2,2,12/09/1992,5,Brian Hill,149,1992/1993
79,138,147,0,2,12/09/1992,5,Mike Peck,151,1992/1993
80,142,168,2,1,12/09/1992,5,Stephen Lodge,155,1992/1993
81,146,148,0,1,12/09/1992,5,Peter Willis,233,1992/1993
82,151,157,1,2,12/09/1992,5,Gerald Ashby,164,1992/1993
83,156,145,1,0,12/09/1992,5,John Martin,169,1992/1993
84,158,154,1,2,12/09/1992,5,Alan Gunn,235,1992/1993
85,143,121,1,1,13/09/1992,5,Joe Worrall,156,1992/1993
86,135,163,1,0,14/09/1992,5,Martin Bodenham,148,1992/1993
87,124,138,2,3,15/09/1992,5,David Allison,137,1992/1993
88,121,145,4,2,19/09/1992,6,Philip Don,134,1992/1993
89,138,136,0,2,19/09/1992,6,Dermot Gallagher,151,1992/1993
90,150,157,1,0,19/09/1992,6,Bob Nixon,163,1992/1993
91,152,142,4,2,19/09/1992,6,John Key,165,1992/1993
92,154,148,3,3,19/09/1992,6,Jim Borrett,167,1992/1993
93,156,120,1,1,19/09/1992,6,Roger Dilkes,169,1992/1993
94,158,143,1,1,19/09/1992,6,Alf Buksh,235,1992/1993
95,163,147,1,1,19/09/1992,6,Ron Groves,234,1992/1993
96,168,124,1,1,19/09/1992,6,Martin Bodenham,149,1992/1993
97,146,134,0,1,20/09/1992,6,Keith Hackett,233,1992/1993
98,151,135,1,1,21/09/1992,6,Kelvin Morton,164,1992/1993
99,124,152,2,0,26/09/1992,7,Vic Callow,137,1992/1993
100,134,151,0,0,26/09/1992,7,Joe Worrall,147,1992/1993
101,135,150,1,1,26/09/1992,7,Alf Buksh,148,1992/1993
102,136,158,1,2,26/09/1992,7,Jim Borrett,149,1992/1993
103,142,156,0,0,26/09/1992,7,Ron Groves,155,1992/1993
104,143,138,2,0,26/09/1992,7,Ken Redfern,156,1992/1993
105,145,168,2,3,26/09/1992,7,Roger Milford,158,1992/1993
106,147,154,0,0,26/09/1992,7,David Allison,160,1992/1993
107,148,121,2,3,26/09/1992,7,David Elleray,232,1992/1993
108,157,163,2,0,27/09/1992,7,Mike Peck,170,1992/1993
109,120,146,1,0,28/09/1992,7,John Martin,231,1992/1993
110,120,134,2,1,03/10/1992,8,Kelvin Morton,231,1992/1993
111,124,150,7,1,03/10/1992,8,Roger Dilkes,137,1992/1993
112,135,136,2,2,03/10/1992,8,Gerald Ashby,148,1992/1993
113,142,143,4,2,03/10/1992,8,David Elleray,155,1992/1993
114,145,157,1,0,03/10/1992,8,Martin Bodenham,158,1992/1993
115,146,151,2,2,03/10/1992,8,Roger Milford,233,1992/1993
116,148,147,1,1,03/10/1992,8,Mike Reed,232,1992/1993
117,154,163,4,1,03/10/1992,8,Joe Worrall,167,1992/1993
118,156,158,2,0,03/10/1992,8,Ken Redfern,169,1992/1993
119,168,121,2,3,03/10/1992,8,Stephen Lodge,149,1992/1993
120,152,138,1,0,04/10/1992,8,Philip Don,165,1992/1993
121,134,142,2,1,17/10/1992,9,Brian Hill,147,1992/1993
122,136,146,0,0,17/10/1992,9,Martin Bodenham,149,1992/1993
123,138,135,1,1,17/10/1992,9,Alain Hamer,151,1992/1993
124,143,156,3,1,17/10/1992,9,Gary Lewis,156,1992/1993
125,150,154,2,1,17/10/1992,9,Dermot Gallagher,163,1992/1993
126,151,120,0,1,17/10/1992,9,Joe Worrall,164,1992/1993
127,157,152,2,1,17/10/1992,9,Ron Groves,170,1992/1993
128,158,168,2,2,17/10/1992,9,Keren Barratt,235,1992/1993
129,163,148,2,2,17/10/1992,9,Paul Durkin,234,1992/1993
130,147,145,2,2,18/10/1992,9,Keith Hackett,160,1992/1993
131,121,124,0,0,19/10/1992,9,Howard King,134,1992/1993
132,151,148,1,0,21/10/1992,9,Mike Peck,164,1992/1993
133,120,138,2,0,24/10/1992,10,Keith Hackett,231,1992/1993
134,124,147,0,0,24/10/1992,10,Mike Reed,137,1992/1993
135,135,134,1,2,24/10/1992,10,Mike Peck,148,1992/1993
136,142,136,2,2,24/10/1992,10,Gerald Ashby,155,1992/1993
137,146,158,1,0,24/10/1992,10,Philip Don,233,1992/1993
138,148,157,1,1,24/10/1992,10,Philip Wright,232,1992/1993
139,152,121,1,1,24/10/1992,10,Rodger Gifford,165,1992/1993
140,154,143,2,1,24/10/1992,10,Howard King,167,1992/1993
141,156,151,0,0,24/10/1992,10,Robert Hart,169,1992/1993
142,145,150,4,1,25/10/1992,10,Gary Lewis,158,1992/1993
143,168,163,1,1,25/10/1992,10,Alan Gunn,149,1992/1993
144,134,156,1,2,31/10/1992,11,David Allison,147,1992/1993
145,138,146,1,3,31/10/1992,11,Joe Worrall,151,1992/1993
146,143,135,2,2,31/10/1992,11,Brian Hill,156,1992/1993
147,147,168,0,1,31/10/1992,11,Kelvin Morton,160,1992/1993
148,150,148,1,1,31/10/1992,11,Stephen Lodge,163,1992/1993
149,151,142,0,1,31/10/1992,11,Martin Bodenham,164,1992/1993
150,157,124,0,0,31/10/1992,11,Ray Lewis,170,1992/1993
151,158,152,1,0,31/10/1992,11,Paul Durkin,235,1992/1993
152,163,145,2,0,31/10/1992,11,Gerald Ashby,234,1992/1993
153,121,154,2,0,01/11/1992,11,Mike Peck,134,1992/1993
154,136,120,1,2,02/11/1992,11,Vic Callow,149,1992/1993
155,120,135,3,0,07/11/1992,12,Joe Worrall,231,1992/1993
156,121,147,1,0,07/11/1992,12,David Elleray,134,1992/1993
157,124,163,0,2,07/11/1992,12,Keren Barratt,137,1992/1993
158,134,136,3,1,07/11/1992,12,Ron Groves,147,1992/1993
159,142,158,0,0,07/11/1992,12,Roger Dilkes,155,1992/1993
160,145,148,4,1,07/11/1992,12,Dermot Gallagher,158,1992/1993
161,146,143,4,0,07/11/1992,12,Kelvin Morton,233,1992/1993
162,151,138,0,1,07/11/1992,12,Stephen Lodge,164,1992/1993
163,168,154,0,2,07/11/1992,12,Philip Don,149,1992/1993
164,156,157,1,1,08/11/1992,12,Mike Reed,169,1992/1993
165,152,150,2,3,09/11/1992,12,Robert Hart,165,1992/1993
166,135,146,2,3,21/11/1992,13,Paul Durkin,148,1992/1993
167,136,151,1,1,21/11/1992,13,Keith Hackett,149,1992/1993
168,138,134,0,1,21/11/1992,13,Mike Reed,151,1992/1993
169,143,120,3,0,21/11/1992,13,Robert Hart,156,1992/1993
170,147,152,3,0,21/11/1992,13,Alan Gunn,160,1992/1993
171,148,168,2,0,21/11/1992,13,Joe Worrall,232,1992/1993
172,150,156,2,1,21/11/1992,13,Mike Peck,163,1992/1993
173,157,142,1,1,21/11/1992,13,Keren Barratt,170,1992/1993
174,163,121,0,0,21/11/1992,13,Jim Borrett,234,1992/1993
175,158,124,1,1,22/11/1992,13,Martin Bodenham,235,1992/1993
176,154,145,0,1,23/11/1992,13,Roger Milford,167,1992/1993
177,120,147,0,1,28/11/1992,14,Howard King,231,1992/1993
178,121,150,2,3,28/11/1992,14,Alf Buksh,134,1992/1993
179,124,154,1,0,28/11/1992,14,Keith Hackett,137,1992/1993
180,142,138,1,0,28/11/1992,14,Brian Hill,155,1992/1993
181,145,136,5,0,28/11/1992,14,Stephen Lodge,158,1992/1993
182,146,163,0,1,28/11/1992,14,David Allison,233,1992/1993
183,151,158,1,2,28/11/1992,14,David Elleray,164,1992/1993
184,152,148,4,1,28/11/1992,14,Kelvin Morton,165,1992/1993
185,156,135,1,1,28/11/1992,14,Philip Don,169,1992/1993
186,168,157,1,1,28/11/1992,14,Roger Milford,149,1992/1993
187,134,143,1,0,29/11/1992,14,Martin Bodenham,147,1992/1993
188,135,142,2,2,05/12/1992,15,Keith Hackett,148,1992/1993
189,136,156,2,0,05/12/1992,15,Howard King,149,1992/1993
190,143,151,1,4,05/12/1992,15,Alf Buksh,156,1992/1993
191,148,124,3,2,05/12/1992,15,Brian Hill,232,1992/1993
192,150,168,2,1,05/12/1992,15,Stephen Lodge,163,1992/1993
193,154,152,3,2,05/12/1992,15,Stephen Lodge,167,1992/1993
194,157,121,1,2,05/12/1992,15,Robert Hart,170,1992/1993
195,158,120,2,0,05/12/1992,15,John Key,235,1992/1993
196,163,134,1,2,05/12/1992,15,Roger Dilkes,234,1992/1993
197,147,146,2,1,06/12/1992,15,Gerald Ashby,160,1992/1993
198,138,145,2,1,07/12/1992,15,Martin Bodenham,151,1992/1993
199,148,134,0,0,11/12/1992,16,Keren Barratt,232,1992/1993
200,121,151,2,1,12/12/1992,16,Joe Worrall,134,1992/1993
201,142,146,3,1,12/12/1992,16,Ray Lewis,155,1992/1993
202,143,157,3,1,12/12/1992,16,Jim Borrett,156,1992/1993
203,147,150,1,0,12/12/1992,16,Roger Milford,160,1992/1993
204,154,136,1,3,12/12/1992,16,Robert Hart,167,1992/1993
205,156,138,1,0,12/12/1992,16,Kelvin Morton,169,1992/1993
206,158,135,2,2,12/12/1992,16,Bob Nixon,235,1992/1993
207,163,120,1,0,12/12/1992,16,Alf Buksh,234,1992/1993
208,168,152,5,2,12/12/1992,16,Keith Hackett,149,1992/1993
209,145,124,2,1,13/12/1992,16,Philip Don,158,1992/1993
210,120,148,1,1,19/12/1992,17,Stephen Lodge,231,1992/1993
211,124,156,1,0,19/12/1992,17,Dermot Gallagher,137,1992/1993
212,134,147,1,1,19/12/1992,17,Ray Lewis,147,1992/1993
213,135,145,5,1,19/12/1992,17,Kelvin Morton,148,1992/1993
214,138,158,2,1,19/12/1992,17,Mike Peck,151,1992/1993
215,146,121,1,1,19/12/1992,17,Ray Bigger,233,1992/1993
216,152,163,2,1,19/12/1992,17,Roger Milford,165,1992/1993
217,157,154,1,0,19/12/1992,17,Joe Worrall,170,1992/1993
218,136,143,1,0,20/12/1992,17,Alan Gunn,149,1992/1993
219,151,168,1,1,20/12/1992,17,Robert Hart,164,1992/1993
220,150,142,0,2,21/12/1992,17,David Elleray,163,1992/1993
221,120,142,0,0,26/12/1992,18,Roger Milford,231,1992/1993
222,124,143,3,1,26/12/1992,18,Stephen Lodge,137,1992/1993
223,134,158,1,1,26/12/1992,18,Alan Gunn,147,1992/1993
224,135,121,3,0,26/12/1992,18,Roger Dilkes,148,1992/1993
225,136,168,2,0,26/12/1992,18,Ray Lewis,149,1992/1993
226,138,148,2,2,26/12/1992,18,Ron Groves,151,1992/1993
227,146,156,2,0,26/12/1992,18,Keren Barratt,233,1992/1993
228,150,163,0,0,26/12/1992,18,John Martin,163,1992/1993
229,157,147,3,3,26/12/1992,18,Alf Buksh,170,1992/1993
230,121,120,1,0,28/12/1992,19,Martin Bodenham,134,1992/1993
231,142,124,2,1,28/12/1992,19,Alan Gunn,155,1992/1993
232,143,150,0,0,28/12/1992,19,Philip Don,156,1992/1993
233,145,146,1,1,28/12/1992,19,David Allison,158,1992/1993
234,147,135,5,0,28/12/1992,19,Ron Groves,160,1992/1993
235,148,136,0,1,28/12/1992,19,Keith Hackett,232,1992/1993
236,154,138,4,2,28/12/1992,19,Gerald Ashby,167,1992/1993
237,158,157,1,2,28/12/1992,19,Roger Milford,235,1992/1993
238,163,151,2,1,28/12/1992,19,Mike Reed,234,1992/1993
239,168,134,0,0,28/12/1992,19,David Elleray,149,1992/1993
240,120,156,1,1,09/01/1993,20,Gerald Ashby,231,1992/1993
241,124,168,0,0,09/01/1993,20,Robert Hart,137,1992/1993
242,134,146,2,4,09/01/1993,20,Vic Callow,147,1992/1993
243,135,151,0,1,09/01/1993,20,Martin Bodenham,148,1992/1993
244,136,138,0,2,09/01/1993,20,Roger Milford,149,1992/1993
245,142,152,1,2,09/01/1993,20,Ken Redfern,155,1992/1993
246,143,158,2,1,09/01/1993,20,Ron Groves,156,1992/1993
247,145,121,1,2,09/01/1993,20,Keith Hackett,158,1992/1993
248,147,163,4,1,09/01/1993,20,Mike Peck,160,1992/1993
249,148,154,0,1,09/01/1993,20,Roger Dilkes,232,1992/1993
250,157,150,1,0,10/01/1993,20,David Allison,170,1992/1993
251,138,143,2,0,16/01/1993,21,David Elleray,151,1992/1993
252,146,120,0,1,16/01/1993,21,Keith Burge,233,1992/1993
253,150,135,1,1,16/01/1993,21,Alan Gunn,163,1992/1993
254,151,134,3,0,16/01/1993,21,Paul Durkin,164,1992/1993
255,152,124,0,1,16/01/1993,21,Alf Buksh,165,1992/1993
256,156,142,3,0,16/01/1993,21,David Allison,169,1992/1993
257,158,136,1,0,16/01/1993,21,Philip Don,235,1992/1993
258,163,157,0,2,16/01/1993,21,Kelvin Morton,234,1992/1993
259,168,145,2,0,16/01/1993,21,Roger Dilkes,149,1992/1993
260,121,148,5,1,17/01/1993,21,Keith Cooper,134,1992/1993
261,154,147,1,3,18/01/1993,21,John Martin,167,1992/1993
262,135,152,3,0,23/01/1993,21,Ray Lewis,148,1992/1993
263,124,135,2,5,26/01/1993,22,Ken Redfern,137,1992/1993
264,148,158,2,1,26/01/1993,22,Peter Foakes,232,1992/1993
265,152,146,0,1,26/01/1993,22,Jim Borrett,165,1992/1993
266,168,138,1,3,26/01/1993,22,Keith Hackett,149,1992/1993
267,121,156,3,1,27/01/1993,22,Keith Burge,134,1992/1993
268,147,151,2,0,27/01/1993,22,Joe Worrall,160,1992/1993
269,150,136,4,2,27/01/1993,22,Vic Callow,163,1992/1993
270,154,134,1,1,27/01/1993,22,Paul Ward,167,1992/1993
271,163,142,0,2,27/01/1993,22,Stephen Lodge,234,1992/1993
272,134,157,0,2,30/01/1993,23,Peter Foakes,147,1992/1993
273,135,168,0,2,30/01/1993,23,Rodger Gifford,148,1992/1993
274,136,163,1,3,30/01/1993,23,David Elleray,149,1992/1993
275,138,150,0,1,30/01/1993,23,Ray Lewis,151,1992/1993
276,142,147,2,1,30/01/1993,23,John Key,155,1992/1993
277,143,148,3,0,30/01/1993,23,John Martin,156,1992/1993
278,146,124,3,2,30/01/1993,23,Mike Peck,233,1992/1993
279,151,152,2,0,30/01/1993,23,Philip Don,164,1992/1993
280,156,154,1,2,30/01/1993,23,Vic Callow,169,1992/1993
281,158,121,2,0,30/01/1993,23,Kevin Wright,235,1992/1993
282,120,145,0,1,31/01/1993,23,Keith Cooper,231,1992/1993
283,124,136,1,2,02/02/1993,23,Philip Wright,137,1992/1993
284,121,142,2,0,06/02/1993,24,Paul Durkin,134,1992/1993
285,145,151,0,0,06/02/1993,24,Keren Barratt,158,1992/1993
286,147,156,2,1,06/02/1993,24,Mick Fletcher,160,1992/1993
287,148,135,0,2,06/02/1993,24,Jim Borrett,232,1992/1993
288,152,134,3,1,06/02/1993,24,Roger Milford,165,1992/1993
289,154,146,1,1,06/02/1993,24,Mike Reed,167,1992/1993
290,157,138,3,1,06/02/1993,24,Kelvin Morton,170,1992/1993
291,168,143,1,0,06/02/1993,24,Vic Callow,149,1992/1993
292,163,158,4,2,07/02/1993,24,Ken Redfern,234,1992/1993
293,143,147,0,0,08/02/1993,24,Kelvin Morton,156,1992/1993
294,142,154,1,1,09/02/1993,24,Roger Milford,155,1992/1993
295,156,148,2,0,09/02/1993,24,Paul Ward,169,1992/1993
296,120,168,0,1,10/02/1993,24,Philip Don,231,1992/1993
297,134,145,0,0,10/02/1993,24,John Martin,147,1992/1993
298,136,121,1,0,10/02/1993,24,Ken Redfern,149,1992/1993
299,138,163,1,2,10/02/1993,24,Keren Barratt,151,1992/1993
300,158,150,3,0,10/02/1993,24,Joe Worrall,235,1992/1993
301,134,121,0,1,13/02/1993,25,Mike Peck,147,1992/1993
302,143,152,2,0,13/02/1993,25,Roger Dilkes,156,1992/1993
303,158,145,2,1,13/02/1993,25,Alf Buksh,235,1992/1993
304,121,138,2,1,20/02/1993,26,Paul Ward,134,1992/1993
305,145,142,0,0,20/02/1993,26,Alan Gunn,158,1992/1993
306,147,158,2,1,20/02/1993,26,Ray Lewis,160,1992/1993
307,148,151,1,2,20/02/1993,26,David Elleray,232,1992/1993
308,150,146,2,1,20/02/1993,26,Brian Hill,163,1992/1993
309,152,120,0,1,20/02/1993,26,Keith Hackett,165,1992/1993
310,154,135,2,0,20/02/1993,26,Paul Durkin,167,1992/1993
311,157,136,2,1,20/02/1993,26,Mike Reed,170,1992/1993
312,163,143,4,0,20/02/1993,26,Gerald Ashby,234,1992/1993
313,168,156,2,0,20/02/1993,26,Robert Hart,149,1992/1993
314,124,134,2,0,21/02/1993,26,David Allison,137,1992/1993
315,156,152,2,0,22/02/1993,26,Gerald Ashby,169,1992/1993
316,146,157,1,2,23/02/1993,26,Martin Bodenham,233,1992/1993
317,120,143,0,0,24/02/1993,26,Ken Redfern,231,1992/1993
318,151,154,1,0,24/02/1993,26,Rodger Gifford,164,1992/1993
319,121,168,1,0,27/02/1993,27,Stephen Lodge,134,1992/1993
320,136,135,0,0,27/02/1993,27,Peter Foakes,149,1992/1993
321,138,152,2,2,27/02/1993,27,Keith Cooper,151,1992/1993
322,143,142,1,0,27/02/1993,27,Mike Reed,156,1992/1993
323,147,148,3,0,27/02/1993,27,Keith Hackett,160,1992/1993
324,151,146,0,2,27/02/1993,27,Alf Buksh,164,1992/1993
325,157,145,1,1,27/02/1993,27,Vic Callow,170,1992/1993
326,158,156,3,2,27/02/1993,27,Jim Borrett,235,1992/1993
327,163,154,3,2,27/02/1993,27,David Elleray,234,1992/1993
328,150,124,0,0,28/02/1993,27,Philip Don,163,1992/1993
329,134,120,1,0,01/03/1993,27,Paul Ward,147,1992/1993
330,142,148,0,1,02/03/1993,27,Keren Barratt,155,1992/1993
331,156,163,6,0,02/03/1993,27,Joe Worrall,169,1992/1993
332,135,157,1,0,03/03/1993,27,Keith Cooper,148,1992/1993
333,138,124,2,1,03/03/1993,27,Peter Foakes,151,1992/1993
334,150,120,1,1,03/03/1993,27,John Martin,163,1992/1993
335,151,136,1,1,03/03/1993,27,Jim Borrett,164,1992/1993
336,145,147,1,2,06/03/1993,28,Roger Milford,158,1992/1993
337,154,150,3,1,06/03/1993,28,Rodger Gifford,167,1992/1993
338,168,158,1,2,06/03/1993,28,Alan Gunn,149,1992/1993
339,135,138,0,1,07/03/1993,28,David Elleray,148,1992/1993
340,124,158,0,0,09/03/1993,29,Stephen Lodge,137,1992/1993
341,152,147,1,0,09/03/1993,29,Gerald Ashby,165,1992/1993
342,168,148,2,0,09/03/1993,29,Mike Reed,149,1992/1993
343,121,163,0,0,10/03/1993,29,Keith Hackett,134,1992/1993
344,134,138,2,1,10/03/1993,29,Martin Bodenham,147,1992/1993
345,142,157,0,1,10/03/1993,29,Paul Ward,155,1992/1993
346,145,154,1,0,10/03/1993,29,Keith Burge,158,1992/1993
347,146,135,1,0,10/03/1993,29,Paul Durkin,233,1992/1993
348,156,150,0,1,10/03/1993,29,Gary Lewis,169,1992/1993
349,135,120,0,2,13/03/1993,30,David Allison,148,1992/1993
350,138,151,3,0,13/03/1993,30,Vic Callow,151,1992/1993
351,143,146,1,0,13/03/1993,30,Keith Hackett,156,1992/1993
352,148,145,1,2,13/03/1993,30,Mike Peck,232,1992/1993
353,150,152,1,0,13/03/1993,30,Roger Milford,163,1992/1993
354,154,168,1,2,13/03/1993,30,Philip Don,167,1992/1993
355,158,142,4,3,13/03/1993,30,David Elleray,235,1992/1993
356,147,121,1,1,14/03/1993,30,Alan Gunn,160,1992/1993
357,136,134,1,1,15/03/1993,30,Keith Cooper,149,1992/1993
358,151,150,0,3,17/03/1993,30,Stephen Lodge,164,1992/1993
359,120,158,4,3,20/03/1993,31,Keren Barratt,231,1992/1993
360,121,157,2,0,20/03/1993,31,Roger Milford,134,1992/1993
361,124,148,1,1,20/03/1993,31,Gerald Ashby,137,1992/1993
362,134,163,1,1,20/03/1993,31,Roger Dilkes,147,1992/1993
363,142,135,0,0,20/03/1993,31,Joe Worrall,155,1992/1993
364,145,138,1,0,20/03/1993,31,Philip Don,158,1992/1993
365,146,147,1,1,20/03/1993,31,Robert Hart,233,1992/1993
366,152,154,2,2,20/03/1993,31,Martin Bodenham,165,1992/1993
367,156,136,0,1,20/03/1993,31,John Martin,169,1992/1993
368,168,150,3,0,20/03/1993,31,Keith Cooper,149,1992/1993
369,151,143,1,1,21/03/1993,31,Gary Lewis,164,1992/1993
370,148,152,2,3,22/03/1993,31,Kelvin Morton,232,1992/1993
371,136,145,1,1,23/03/1993,31,Roger Dilkes,149,1992/1993
372,135,156,1,3,24/03/1993,31,Philip Wright,148,1992/1993
373,138,142,3,0,24/03/1993,31,Brian Hill,151,1992/1993
374,143,134,1,1,24/03/1993,31,Alan Wilkie,156,1992/1993
375,147,120,0,0,24/03/1993,31,Vic Callow,160,1992/1993
376,150,121,1,0,24/03/1993,31,Robert Hart,163,1992/1993
377,154,124,0,3,24/03/1993,31,Alan Gunn,167,1992/1993
378,157,168,1,1,24/03/1993,31,John Lloyd,170,1992/1993
379,158,151,1,2,24/03/1993,31,Mike Reed,235,1992/1993
380,163,146,3,1,24/03/1993,31,John Martin,234,1992/1993
381,124,145,4,1,03/04/1993,32,Ken Redfern,137,1992/1993
382,134,148,4,0,03/04/1993,32,Joe Worrall,147,1992/1993
383,135,158,2,0,03/04/1993,32,Keith Cooper,148,1992/1993
384,136,154,1,1,03/04/1993,32,Clive Wilkes,149,1992/1993
385,146,142,3,1,03/04/1993,32,Rodger Gifford,233,1992/1993
386,152,168,6,2,03/04/1993,32,John Martin,165,1992/1993
387,151,121,0,1,04/04/1993,32,Keith Burge,164,1992/1993
388,150,147,1,3,05/04/1993,32,Paul Ward,163,1992/1993
389,142,134,1,1,06/04/1993,32,John Lloyd,155,1992/1993
390,148,120,1,0,06/04/1993,32,Keith Hackett,232,1992/1993
391,156,143,2,1,06/04/1993,32,Keren Barratt,169,1992/1993
392,151,124,1,3,07/04/1993,32,Paul Ward,164,1992/1993
393,152,157,1,1,07/04/1993,32,Alan Wilkie,165,1992/1993
394,156,146,1,1,09/04/1993,33,Keith Cooper,169,1992/1993
395,163,150,5,1,09/04/1993,33,Keren Barratt,234,1992/1993
396,168,136,4,0,09/04/1993,33,John Martin,149,1992/1993
397,121,135,0,0,10/04/1993,33,Alan Gunn,134,1992/1993
398,142,120,1,2,10/04/1993,33,Ray Lewis,155,1992/1993
399,143,124,5,2,10/04/1993,33,David Elleray,156,1992/1993
400,145,152,1,0,10/04/1993,33,Joe Worrall,158,1992/1993
401,147,157,2,1,10/04/1993,33,Mike Peck,160,1992/1993
402,148,138,1,2,10/04/1993,33,John Lloyd,232,1992/1993
403,154,151,4,3,10/04/1993,33,Peter Foakes,167,1992/1993
