match_id,home_team_id,away_team_id,home_team_goals,away_team_goals,match_date,matchweek,referee,stadium_id,season_id
3020,164,148,1,3,24/10/1999,10,Alan Wiley,177,1999/2000
3021,166,160,1,1,24/10/1999,10,Mark Halsey,240,1999/2000
3022,149,137,2,0,25/10/1999,10,Stephen Dunn,162,1999/2000
3023,145,166,1,0,27/10/1999,10,Stephen Lodge,158,1999/2000
3024,120,149,0,0,30/10/1999,11,Peter Jones,231,1999/2000
3025,137,134,3,1,30/10/1999,11,Rob Harris,285,1999/2000
3026,143,166,1,0,30/10/1999,11,Graham Poll,156,1999/2000
3027,144,157,3,0,30/10/1999,11,Paul Alcock,244,1999/2000
3028,147,121,3,0,30/10/1999,11,Alan Wilkie,160,1999/2000
3029,148,138,2,1,30/10/1999,11,Andy D'Urso,161,1999/2000
3030,168,158,1,1,30/10/1999,11,Peter Jones,149,1999/2000
3031,135,164,4,0,31/10/1999,11,Paul Durkin,148,1999/2000
3032,160,163,2,1,31/10/1999,11,Michael Riley,173,1999/2000
3033,145,128,3,1,01/11/1999,11,Jeff Winter,158,1999/2000
3034,121,158,0,1,06/11/1999,12,Andy D'Urso,134,1999/2000
3035,128,135,1,1,06/11/1999,12,Barry Knight,141,1999/2000
3036,145,137,2,0,06/11/1999,12,Uriah Rennie,158,1999/2000
3037,147,144,2,0,06/11/1999,12,Paul Durkin,160,1999/2000
3038,148,160,1,1,06/11/1999,12,Graham Barber,161,1999/2000
3039,157,164,2,2,06/11/1999,12,Jeff Winter,170,1999/2000
3040,134,166,0,0,07/11/1999,12,Michael Riley,147,1999/2000
3041,149,138,1,1,07/11/1999,12,Mike Reed,162,1999/2000
3042,163,120,2,1,07/11/1999,12,David Elleray,234,1999/2000
3043,168,143,2,0,07/11/1999,12,Stephen Lodge,149,1999/2000
3044,120,148,5,1,20/11/1999,13,Neale Barry,231,1999/2000
3045,137,147,1,2,20/11/1999,13,Mike Reed,285,1999/2000
3046,138,134,1,1,20/11/1999,13,Mark Halsey,151,1999/2000
3047,143,128,2,1,20/11/1999,13,Paul Durkin,156,1999/2000
3048,144,168,2,1,20/11/1999,13,Alan Wiley,244,1999/2000
3049,158,163,0,1,20/11/1999,13,Stephen Bennett,235,1999/2000
3050,160,145,0,2,20/11/1999,13,Dermot Gallagher,173,1999/2000
3051,164,149,1,1,20/11/1999,13,Stephen Dunn,177,1999/2000
3052,166,157,4,3,21/11/1999,13,Alan Wilkie,240,1999/2000
3053,135,121,2,1,22/11/1999,13,Graham Barber,148,1999/2000
3054,135,144,0,1,27/11/1999,14,Stephen Lodge,148,1999/2000
3055,138,121,0,0,27/11/1999,14,Peter Jones,151,1999/2000
3056,148,168,0,0,27/11/1999,14,Paul Durkin,161,1999/2000
3057,164,160,2,3,27/11/1999,14,Uriah Rennie,177,1999/2000
3058,166,145,1,0,27/11/1999,14,Graham Barber,240,1999/2000
3059,120,137,2,1,28/11/1999,14,Andy D'Urso,231,1999/2000
3060,134,128,1,0,28/11/1999,14,Alan Wiley,147,1999/2000
3061,143,158,1,0,28/11/1999,14,Rob Harris,156,1999/2000
3062,149,163,2,1,28/11/1999,14,Paul Alcock,162,1999/2000
3063,121,149,0,1,04/12/1999,15,Michael Riley,134,1999/2000
3064,128,148,1,1,04/12/1999,15,Rob Harris,141,1999/2000
3065,144,120,0,3,04/12/1999,15,Dermot Gallagher,244,1999/2000
3066,147,138,5,1,04/12/1999,15,Graham Poll,160,1999/2000
3067,158,135,0,0,04/12/1999,15,Jeff Winter,235,1999/2000
3068,160,134,4,1,04/12/1999,15,Stephen Dunn,173,1999/2000
3069,168,164,5,0,04/12/1999,15,Alan Wiley,149,1999/2000
3070,137,143,0,1,05/12/1999,15,Paul Alcock,285,1999/2000
3071,145,157,4,1,05/12/1999,15,Paul Durkin,158,1999/2000
3072,163,166,0,0,06/12/1999,15,Peter Jones,234,1999/2000
3073,120,168,1,1,18/12/1999,16,Graham Barber,231,1999/2000
3074,121,157,2,1,18/12/1999,16,Stephen Bennett,134,1999/2000
3075,128,149,2,0,18/12/1999,16,Neale Barry,141,1999/2000
3076,144,137,0,1,18/12/1999,16,David Elleray,244,1999/2000
3077,145,135,2,0,18/12/1999,16,Andy D'Urso,158,1999/2000
3078,148,163,2,1,18/12/1999,16,Stephen Dunn,161,1999/2000
3079,160,158,2,0,18/12/1999,16,Mike Reed,173,1999/2000
3080,164,138,1,3,18/12/1999,16,Alan Wilkie,177,1999/2000
3081,166,147,2,4,18/12/1999,16,Uriah Rennie,240,1999/2000
3082,134,143,0,2,19/12/1999,16,Jeff Winter,147,1999/2000
3083,135,120,3,2,26/12/1999,17,Rob Harris,148,1999/2000
3084,137,121,0,2,26/12/1999,17,Alan Wilkie,285,1999/2000
3085,138,160,5,0,26/12/1999,17,Stephen Lodge,151,1999/2000
3086,143,144,2,1,26/12/1999,17,Mark Halsey,156,1999/2000
3087,147,128,4,0,26/12/1999,17,Peter Jones,160,1999/2000
3088,149,145,2,2,26/12/1999,17,David Elleray,162,1999/2000
3089,157,148,1,0,26/12/1999,17,Barry Knight,170,1999/2000
3090,158,134,1,2,26/12/1999,17,Paul Alcock,235,1999/2000
3091,163,164,4,0,26/12/1999,17,Mike Reed,234,1999/2000
3092,168,166,2,2,26/12/1999,17,Stephen Dunn,149,1999/2000
3093,120,143,2,0,28/12/1999,18,Graham Poll,231,1999/2000
3094,128,138,0,0,28/12/1999,18,Uriah Rennie,141,1999/2000
3095,144,149,1,2,28/12/1999,18,Paul Durkin,244,1999/2000
3096,145,168,3,1,28/12/1999,18,Neale Barry,158,1999/2000
3097,160,147,2,2,28/12/1999,18,Jeff Winter,173,1999/2000
3098,164,158,3,2,28/12/1999,18,Michael Riley,177,1999/2000
3099,166,137,1,1,28/12/1999,18,Alan Wiley,240,1999/2000
3100,121,163,1,1,29/12/1999,18,Graham Barber,134,1999/2000
3101,134,157,3,0,29/12/1999,18,Andy D'Urso,147,1999/2000
3102,137,164,2,0,03/01/2000,19,Barry Knight,285,1999/2000
3103,138,144,2,2,03/01/2000,19,Jeff Winter,151,1999/2000
3104,143,121,1,2,03/01/2000,19,Uriah Rennie,156,1999/2000
3105,149,166,2,2,03/01/2000,19,Rob Harris,162,1999/2000
3106,157,120,1,1,03/01/2000,19,Mike Reed,170,1999/2000
3107,158,128,1,0,03/01/2000,19,David Elleray,235,1999/2000
3108,163,145,1,0,03/01/2000,19,Alan Wilkie,234,1999/2000
3109,168,160,1,0,03/01/2000,19,Graham Poll,149,1999/2000
3110,135,134,2,2,04/01/2000,19,Paul Durkin,148,1999/2000
3111,128,134,1,1,08/01/2000,19,Alan Wiley,141,1999/2000
3112,134,163,1,0,12/01/2000,19,Neale Barry,147,1999/2000
3113,120,160,4,1,15/01/2000,20,Paul Alcock,231,1999/2000
3114,134,144,1,1,15/01/2000,20,Graham Barber,147,1999/2000
3115,135,168,2,0,15/01/2000,20,Stephen Bennett,148,1999/2000
3116,138,163,2,2,15/01/2000,20,Alan Wiley,151,1999/2000
3117,148,137,1,4,15/01/2000,20,Mark Halsey,161,1999/2000
3118,157,128,2,0,15/01/2000,20,Jeff Winter,170,1999/2000
3119,164,145,2,3,15/01/2000,20,Stephen Lodge,177,1999/2000
3120,166,121,1,1,15/01/2000,20,Graham Poll,240,1999/2000
3121,149,158,5,0,16/01/2000,20,Neale Barry,162,1999/2000
3122,121,134,0,0,22/01/2000,21,Alan Wilkie,134,1999/2000
3123,128,164,3,2,22/01/2000,21,Paul Alcock,141,1999/2000
3124,137,135,0,0,22/01/2000,21,Graham Barber,285,1999/2000
3125,144,166,1,3,22/01/2000,21,David Elleray,244,1999/2000
3126,145,148,0,0,22/01/2000,21,Stephen Dunn,158,1999/2000
3127,158,138,2,0,22/01/2000,21,Andy D'Urso,235,1999/2000
3128,163,157,0,1,22/01/2000,21,Michael Riley,234,1999/2000
3129,168,149,2,0,22/01/2000,21,Dermot Gallagher,149,1999/2000
3130,160,143,1,2,23/01/2000,21,Peter Jones,173,1999/2000
3131,147,120,1,1,24/01/2000,21,Paul Durkin,160,1999/2000
3132,147,148,1,0,29/01/2000,21,Andy D'Urso,160,1999/2000
3133,157,147,0,1,02/02/2000,21,Stephen Dunn,170,1999/2000
3134,121,164,4,0,05/02/2000,22,Peter Jones,134,1999/2000
3135,128,120,2,1,05/02/2000,22,Andy D'Urso,141,1999/2000
3136,137,157,3,3,05/02/2000,22,David Elleray,285,1999/2000
3137,144,148,2,1,05/02/2000,22,Stephen Bennett,244,1999/2000
3138,145,143,3,1,05/02/2000,22,Mike Reed,158,1999/2000
3139,147,135,3,2,05/02/2000,22,Alan Wilkie,160,1999/2000
3140,158,166,2,1,05/02/2000,22,Barry Knight,235,1999/2000
3141,160,149,2,2,05/02/2000,22,Dermot Gallagher,173,1999/2000
3142,163,134,0,1,05/02/2000,22,Graham Poll,234,1999/2000
3143,168,138,0,3,06/02/2000,22,Graham Barber,149,1999/2000
3144,134,168,3,1,12/02/2000,23,Peter Jones,147,1999/2000
3145,135,160,3,2,12/02/2000,23,Paul Alcock,148,1999/2000
3146,138,137,2,1,12/02/2000,23,Uriah Rennie,151,1999/2000
3147,143,163,1,0,12/02/2000,23,Dermot Gallagher,156,1999/2000
3148,149,147,3,0,12/02/2000,23,Stephen Lodge,162,1999/2000
3149,157,158,0,1,12/02/2000,23,Alan Wiley,170,1999/2000
3150,164,144,1,1,12/02/2000,23,Andy D'Urso,177,1999/2000
3151,166,128,5,4,12/02/2000,23,Neale Barry,240,1999/2000
3152,120,145,0,1,13/02/2000,23,Stephen Dunn,231,1999/2000
3153,148,121,0,4,14/02/2000,23,Alan Wilkie,161,1999/2000
3154,148,135,2,0,19/02/2000,23,Graham Barber,161,1999/2000
3155,143,147,0,1,20/02/2000,23,Peter Jones,156,1999/2000
3156,120,158,3,1,26/02/2000,24,Jeff Winter,231,1999/2000
3157,128,121,1,1,26/02/2000,24,Mark Halsey,141,1999/2000
3158,134,164,2,1,26/02/2000,24,Stephen Dunn,147,1999/2000
3159,135,163,0,1,26/02/2000,24,Paul Durkin,148,1999/2000
3160,148,143,0,0,26/02/2000,24,Uriah Rennie,161,1999/2000
3161,157,149,0,2,26/02/2000,24,Michael Riley,170,1999/2000
3162,160,137,1,1,26/02/2000,24,Alan Wiley,173,1999/2000
3163,166,138,0,4,26/02/2000,24,Paul Alcock,240,1999/2000
3164,168,147,2,2,26/02/2000,24,David Elleray,149,1999/2000
3165,137,168,4,0,04/03/2000,25,Andy D'Urso,285,1999/2000
3166,138,157,1,1,04/03/2000,25,Graham Barber,151,1999/2000
3167,147,145,1,1,04/03/2000,25,Dermot Gallagher,160,1999/2000
3168,149,134,0,1,04/03/2000,25,Michael Riley,162,1999/2000
3169,158,148,1,1,04/03/2000,25,Stephen Dunn,235,1999/2000
3170,163,128,1,1,04/03/2000,25,Peter Jones,234,1999/2000
3171,164,166,1,2,04/03/2000,25,Mike Reed,177,1999/2000
3172,121,120,1,1,05/03/2000,25,Graham Poll,134,1999/2000
3173,143,135,3,0,05/03/2000,25,Jeff Winter,156,1999/2000
3174,144,160,5,2,05/03/2000,25,Neale Barry,244,1999/2000
3175,166,158,2,0,08/03/2000,25,Stephen Lodge,240,1999/2000
3176,121,135,1,0,11/03/2000,26,Uriah Rennie,134,1999/2000
3177,134,138,1,1,11/03/2000,26,David Elleray,147,1999/2000
3178,145,160,1,1,11/03/2000,26,Graham Poll,158,1999/2000
3179,147,137,3,1,11/03/2000,26,Jeff Winter,160,1999/2000
3180,149,164,1,0,11/03/2000,26,Alan Wiley,162,1999/2000
3181,157,166,3,1,11/03/2000,26,Peter Jones,170,1999/2000
3182,163,158,7,2,11/03/2000,26,Mark Halsey,234,1999/2000
3183,168,144,2,1,11/03/2000,26,Paul Alcock,149,1999/2000
3184,128,143,1,2,12/03/2000,26,Paul Durkin,141,1999/2000
3185,148,120,2,1,12/03/2000,26,Rob Harris,161,1999/2000
3186,135,138,1,0,15/03/2000,26,Mark Halsey,148,1999/2000
3187,145,121,0,0,15/03/2000,26,Stephen Bennett,158,1999/2000
3188,135,128,4,0,18/03/2000,27,Stephen Lodge,148,1999/2000
3189,137,145,0,2,18/03/2000,27,Barry Knight,285,1999/2000
3190,144,147,0,2,18/03/2000,27,Rob Harris,244,1999/2000
3191,158,121,2,0,18/03/2000,27,Michael Riley,235,1999/2000
3192,160,148,1,1,18/03/2000,27,David Elleray,173,1999/2000
3193,164,157,1,0,18/03/2000,27,David Elleray,177,1999/2000
3194,166,134,0,0,18/03/2000,27,Stephen Dunn,240,1999/2000
3195,120,163,2,1,19/03/2000,27,Paul Durkin,231,1999/2000
3196,138,149,0,2,19/03/2000,27,Peter Jones,151,1999/2000
3197,143,168,4,1,19/03/2000,27,Alan Wiley,156,1999/2000
3198,121,137,2,0,25/03/2000,28,Paul Alcock,134,1999/2000
3199,128,147,0,4,25/03/2000,28,Graham Poll,141,1999/2000
3200,134,158,1,1,25/03/2000,28,Dermot Gallagher,147,1999/2000
3201,145,149,2,1,25/03/2000,28,Paul Durkin,158,1999/2000
3202,148,157,1,0,25/03/2000,28,Andy D'Urso,161,1999/2000
3203,160,138,2,1,25/03/2000,28,Stephen Bennett,173,1999/2000
3204,164,163,1,1,25/03/2000,28,Uriah Rennie,177,1999/2000
3205,120,135,3,0,26/03/2000,28,Barry Knight,231,1999/2000
3206,144,143,2,1,26/03/2000,28,Stephen Lodge,244,1999/2000
3207,166,168,2,1,26/03/2000,28,Rob Harris,240,1999/2000
3208,135,145,0,3,01/04/2000,29,Mike Reed,148,1999/2000
3209,138,164,4,2,01/04/2000,29,Stephen Dunn,151,1999/2000
3210,143,134,0,1,01/04/2000,29,Jeff Winter,156,1999/2000
3211,147,166,7,1,01/04/2000,29,Michael Riley,160,1999/2000
3212,149,128,2,0,01/04/2000,29,Andy D'Urso,162,1999/2000
3213,158,160,1,2,01/04/2000,29,Paul Durkin,235,1999/2000
3214,168,120,1,3,01/04/2000,29,Uriah Rennie,149,1999/2000
3215,137,144,3,0,02/04/2000,29,Graham Poll,285,1999/2000
3216,163,148,2,3,03/04/2000,29,Alan Wiley,234,1999/2000
3217,157,121,0,1,05/04/2000,29,Graham Poll,170,1999/2000
3218,128,158,1,2,08/04/2000,30,David Elleray,141,1999/2000
3219,144,138,1,1,08/04/2000,30,Alan Wiley,244,1999/2000
3220,160,168,2,1,08/04/2000,30,Graham Barber,173,1999/2000
3221,164,137,0,0,08/04/2000,30,Stephen Bennett,177,1999/2000
3222,121,143,1,0,09/04/2000,30,Barry Knight,134,1999/2000
3223,145,163,2,0,09/04/2000,30,Stephen Lodge,158,1999/2000
3224,148,147,3,4,10/04/2000,30,Paul Durkin,161,1999/2000
3225,134,135,2,1,12/04/2000,31,Graham Poll,147,1999/2000
3226,166,149,2,1,12/04/2000,31,Paul Alcock,240,1999/2000
3227,168,157,0,2,12/04/2000,31,Alan Wiley,149,1999/2000
3228,135,148,2,1,15/04/2000,32,Neale Barry,148,1999/2000
3229,137,166,1,2,15/04/2000,32,Mark Halsey,285,1999/2000
3230,138,128,4,0,15/04/2000,32,Paul Alcock,151,1999/2000
3231,147,160,4,0,15/04/2000,32,Peter Jones,160,1999/2000
3232,149,144,0,2,15/04/2000,32,Uriah Rennie,162,1999/2000
3233,157,134,1,0,15/04/2000,32,Paul Durkin,170,1999/2000
3234,158,164,2,0,15/04/2000,32,Alan Wilkie,235,1999/2000
3235,163,121,2,4,15/04/2000,32,Rob Harris,234,1999/2000
3236,143,120,0,4,16/04/2000,32,Stephen Dunn,156,1999/2000
3237,168,145,1,2,16/04/2000,32,Michael Riley,149,1999/2000
3238,144,163,0,1,19/04/2000,32,Jeff Winter,244,1999/2000
3239,128,137,4,4,21/04/2000,33,Alan Wilkie,141,1999/2000
3240,138,145,0,0,21/04/2000,33,Graham Poll,151,1999/2000
3241,121,144,2,2,22/04/2000,33,Graham Barber,134,1999/2000
3242,134,148,1,1,22/04/2000,33,Uriah Rennie,147,1999/2000
3243,157,160,0,2,22/04/2000,33,Mike Reed,170,1999/2000
3244,158,147,1,3,22/04/2000,33,Neale Barry,235,1999/2000
3245,163,168,2,0,22/04/2000,33,Dermot Gallagher,234,1999/2000
3246,166,135,5,0,22/04/2000,33,Andy D'Urso,240,1999/2000
3247,149,143,2,2,23/04/2000,33,David Elleray,162,1999/2000
3248,164,120,2,3,23/04/2000,33,Rob Harris,177,1999/2000
3249,137,158,2,0,24/04/2000,33,Peter Jones,285,1999/2000
3250,147,134,3,2,24/04/2000,33,Stephen Dunn,160,1999/2000
3251,160,128,0,1,24/04/2000,33,Stephen Lodge,173,1999/2000
3252,121,160,1,1,29/04/2000,34,Andy D'Urso,134,1999/2000
3253,134,145,2,0,29/04/2000,34,Graham Barber,147,1999/2000
3254,138,120,0,1,29/04/2000,34,Dermot Gallagher,151,1999/2000
3255,149,135,2,0,29/04/2000,34,Peter Jones,162,1999/2000
3256,158,144,1,2,29/04/2000,34,Mike Reed,235,1999/2000
3257,163,137,1,1,29/04/2000,34,Neale Barry,234,1999/2000
3258,164,147,2,3,29/04/2000,34,Stephen Lodge,177,1999/2000
3259,166,148,0,1,29/04/2000,34,Barry Knight,240,1999/2000
3260,128,168,3,0,30/04/2000,34,Jeff Winter,141,1999/2000
3261,157,143,0,3,30/04/2000,34,Rob Harris,170,1999/2000
3262,120,166,2,1,02/05/2000,35,Paul Durkin,231,1999/2000
3263,148,149,2,2,02/05/2000,35,Michael Riley,161,1999/2000
3264,143,164,3,1,03/05/2000,35,Paul Alcock,156,1999/2000
3265,145,144,0,2,03/05/2000,35,Graham Poll,158,1999/2000
3266,120,134,2,1,06/05/2000,36,Mike Reed,231,1999/2000
3267,135,157,4,1,06/05/2000,36,Stephen Bennett,148,1999/2000
3268,137,149,0,0,06/05/2000,36,Alan Wiley,285,1999/2000
3269,144,128,3,0,06/05/2000,36,Stephen Dunn,244,1999/2000
3270,147,163,3,1,06/05/2000,36,Alan Wilkie,160,1999/2000
3271,148,164,1,1,06/05/2000,36,Peter Jones,161,1999/2000
3272,160,166,1,0,06/05/2000,36,Neale Barry,173,1999/2000
3273,168,121,2,2,06/05/2000,36,Mark Halsey,149,1999/2000
3274,145,158,0,0,07/05/2000,36,Paul Alcock,158,1999/2000
3275,143,138,1,1,08/05/2000,36,Andy D'Urso,156,1999/2000
3276,120,157,3,3,09/05/2000,36,Jeff Winter,231,1999/2000
3277,121,147,0,1,14/05/2000,37,Paul Durkin,134,1999/2000
3278,128,145,1,0,14/05/2000,37,Dermot Gallagher,141,1999/2000
3279,134,137,4,0,14/05/2000,37,Jeff Winter,147,1999/2000
3280,138,148,0,2,14/05/2000,37,Rob Harris,151,1999/2000
3281,149,120,4,2,14/05/2000,37,Graham Poll,162,1999/2000
3282,157,144,4,0,14/05/2000,37,David Elleray,170,1999/2000
3283,158,168,2,0,14/05/2000,37,Stephen Lodge,235,1999/2000
3284,163,160,3,1,14/05/2000,37,Michael Riley,234,1999/2000
3285,164,135,1,0,14/05/2000,37,Uriah Rennie,177,1999/2000
3286,166,143,0,0,14/05/2000,37,Graham Barber,240,1999/2000
3287,133,146,4,0,19/08/2000,1,Rob Harris,146,2000/2001
3288,134,166,4,2,19/08/2000,1,Graham Barber,147,2000/2001
3289,135,148,1,3,19/08/2000,1,Barry Knight,148,2000/2001
3290,137,158,2,2,19/08/2000,1,Andy D'Urso,285,2000/2001
3291,143,138,2,0,19/08/2000,1,Dermot Gallagher,156,2000/2001
3292,144,121,0,0,19/08/2000,1,Michael Riley,244,2000/2001
3293,145,128,1,0,19/08/2000,1,Paul Durkin,158,2000/2001
3294,160,120,1,0,19/08/2000,1,Stephen Dunn,173,2000/2001
3295,163,142,3,1,19/08/2000,1,Alan Wiley,234,2000/2001
3296,147,149,2,0,20/08/2000,1,Stephen Lodge,160,2000/2001
3297,120,145,2,0,21/08/2000,1,Graham Poll,231,2000/2001
3298,128,134,2,0,22/08/2000,1,Mark Halsey,141,2000/2001
3299,142,147,1,1,22/08/2000,1,Jeff Winter,155,2000/2001
3300,148,163,1,1,22/08/2000,1,Peter Jones,161,2000/2001
3301,138,133,3,0,23/08/2000,1,Neale Barry,151,2000/2001
3302,146,160,4,2,23/08/2000,1,David Elleray,233,2000/2001
3303,149,137,3,2,23/08/2000,1,Dermot Gallagher,162,2000/2001
3304,158,135,1,2,23/08/2000,1,Paul Taylor,235,2000/2001
3305,166,144,0,1,23/08/2000,1,Rob Styles,240,2000/2001
3306,120,133,5,3,26/08/2000,2,Stephen Lodge,231,2000/2001
3307,128,144,0,0,26/08/2000,2,Stephen Bennett,141,2000/2001
3308,138,137,2,2,26/08/2000,2,Michael Riley,151,2000/2001
3309,142,160,1,0,26/08/2000,2,Graham Poll,155,2000/2001
3310,146,135,1,2,26/08/2000,2,Andy D'Urso,233,2000/2001
3311,148,143,1,2,26/08/2000,2,Graham Barber,161,2000/2001
3312,149,163,2,0,26/08/2000,2,David Elleray,162,2000/2001
3313,158,145,3,3,26/08/2000,2,Jeff Winter,235,2000/2001
3314,166,147,2,2,26/08/2000,2,Dermot Gallagher,240,2000/2001
3315,121,134,1,1,27/08/2000,2,Paul Durkin,134,2000/2001
3316,143,146,1,2,05/09/2000,3,Graham Poll,156,2000/2001
3317,147,128,6,0,05/09/2000,3,Rob Harris,160,2000/2001
3318,160,166,1,1,05/09/2000,3,Peter Jones,173,2000/2001
3319,163,138,3,2,05/09/2000,3,Barry Knight,234,2000/2001
3320,133,158,1,1,06/09/2000,3,Mark Halsey,146,2000/2001
3321,134,120,2,2,06/09/2000,3,Michael Riley,147,2000/2001
3322,135,149,0,2,06/09/2000,3,Alan Wiley,148,2000/2001
3323,137,148,3,3,06/09/2000,3,Rob Styles,285,2000/2001
3324,144,142,2,1,06/09/2000,3,Paul Taylor,244,2000/2001
3325,145,121,3,1,06/09/2000,3,Neale Barry,158,2000/2001
3326,128,120,1,1,09/09/2000,4,Alan Wiley,141,2000/2001
3327,135,143,0,0,09/09/2000,4,Paul Durkin,148,2000/2001
3328,142,121,1,2,09/09/2000,4,Andy D'Urso,155,2000/2001
3329,144,158,1,0,09/09/2000,4,Mike Dean,244,2000/2001
3330,145,146,3,2,09/09/2000,4,Graham Barber,158,2000/2001
3331,147,160,3,0,09/09/2000,4,Neale Barry,160,2000/2001
3332,148,138,1,2,09/09/2000,4,Stephen Bennett,161,2000/2001
3333,149,134,0,0,09/09/2000,4,Graham Poll,162,2000/2001
3334,137,133,2,2,10/09/2000,4,Peter Jones,285,2000/2001
3335,163,166,1,0,11/09/2000,4,Stephen Dunn,234,2000/2001
3336,120,135,2,1,16/09/2000,5,Mike Dean,231,2000/2001
3337,121,128,2,0,16/09/2000,5,Rob Styles,134,2000/2001
3338,133,163,1,0,16/09/2000,5,Jeff Winter,146,2000/2001
3339,138,147,1,3,16/09/2000,5,Dermot Gallagher,151,2000/2001
3340,143,142,1,2,16/09/2000,5,Mark Halsey,156,2000/2001
3341,158,149,2,0,16/09/2000,5,Barry Knight,235,2000/2001
3342,160,137,2,1,16/09/2000,5,Paul Taylor,173,2000/2001
3343,134,144,0,2,17/09/2000,5,Graham Barber,147,2000/2001
3344,146,148,1,1,17/09/2000,5,Stephen Lodge,233,2000/2001
3345,166,145,1,1,17/09/2000,5,David Elleray,240,2000/2001
3346,128,158,0,1,23/09/2000,6,Stephen Dunn,141,2000/2001
3347,135,166,0,3,23/09/2000,6,Neale Barry,148,2000/2001
3348,137,143,1,1,23/09/2000,6,Barry Knight,285,2000/2001
3349,142,120,1,1,23/09/2000,6,Paul Durkin,155,2000/2001
3350,145,160,1,1,23/09/2000,6,Michael Riley,158,2000/2001
3351,147,134,3,3,23/09/2000,6,Peter Jones,160,2000/2001
3352,148,121,1,1,23/09/2000,6,Mark Halsey,161,2000/2001
3353,149,133,0,1,23/09/2000,6,Andy D'Urso,162,2000/2001
3354,163,146,0,0,23/09/2000,6,Stephen Bennett,234,2000/2001
3355,144,138,1,1,24/09/2000,6,Alan Wiley,244,2000/2001
3356,121,137,4,1,30/09/2000,7,David Elleray,134,2000/2001
3357,133,135,2,2,30/09/2000,7,Rob Styles,146,2000/2001
3358,138,142,0,3,30/09/2000,7,Jeff Winter,151,2000/2001
3359,143,163,4,3,30/09/2000,7,Neale Barry,156,2000/2001
3360,146,149,0,1,30/09/2000,7,Paul Taylor,233,2000/2001
3361,158,148,1,3,30/09/2000,7,Graham Poll,235,2000/2001
3362,166,128,1,1,30/09/2000,7,Mike Dean,240,2000/2001
3363,120,147,1,0,01/10/2000,7,Graham Barber,231,2000/2001
3364,134,145,3,0,01/10/2000,7,Dermot Gallagher,147,2000/2001
3365,160,144,0,0,01/10/2000,7,Stephen Lodge,173,2000/2001
3366,120,121,1,0,14/10/2000,8,Rob Harris,231,2000/2001
3367,135,163,2,1,14/10/2000,8,Peter Jones,148,2000/2001
3368,138,158,1,1,14/10/2000,8,David Elleray,151,2000/2001
3369,142,166,1,1,14/10/2000,8,Neale Barry,155,2000/2001
3370,143,133,3,1,14/10/2000,8,Mike Dean,156,2000/2001
3371,144,147,0,3,14/10/2000,8,Paul Durkin,244,2000/2001
3372,146,128,2,0,14/10/2000,8,Barry Knight,233,2000/2001
3373,160,134,1,0,14/10/2000,8,Jeff Winter,173,2000/2001
3374,137,145,0,4,15/10/2000,8,Stephen Bennett,285,2000/2001
3375,148,149,1,3,16/10/2000,8,Stephen Dunn,161,2000/2001
3376,128,142,0,2,21/10/2000,9,Paul Taylor,141,2000/2001
3377,133,148,1,0,21/10/2000,9,Michael Riley,146,2000/2001
3378,134,135,6,1,21/10/2000,9,Stephen Lodge,147,2000/2001
3379,145,144,1,0,21/10/2000,9,Andy D'Urso,158,2000/2001
3380,147,143,3,0,21/10/2000,9,Jeff Winter,160,2000/2001
3381,149,138,0,1,21/10/2000,9,Mark Halsey,162,2000/2001
3382,163,137,3,1,21/10/2000,9,Mike Dean,234,2000/2001
3383,166,120,1,2,21/10/2000,9,Dermot Gallagher,240,2000/2001
3384,121,160,0,0,22/10/2000,9,Peter Jones,134,2000/2001
3385,158,146,0,2,23/10/2000,9,Alan Wiley,235,2000/2001
3386,120,146,5,0,28/10/2000,10,Rob Styles,231,2000/2001
3387,121,133,2,1,28/10/2000,10,Dermot Gallagher,134,2000/2001
3388,134,163,3,0,28/10/2000,10,Stephen Dunn,147,2000/2001
3389,142,148,2,1,28/10/2000,10,Neale Barry,155,2000/2001
3390,144,137,2,1,28/10/2000,10,Graham Poll,244,2000/2001
3391,147,158,5,0,28/10/2000,10,Andy D'Urso,160,2000/2001
3392,160,135,1,0,28/10/2000,10,Alan Wiley,173,2000/2001
3393,166,149,1,0,28/10/2000,10,Michael Riley,240,2000/2001
3394,128,143,1,1,29/10/2000,10,Stephen Lodge,141,2000/2001
3395,145,138,3,1,29/10/2000,10,Paul Durkin,158,2000/2001
3396,133,128,2,0,04/11/2000,11,Neale Barry,146,2000/2001
3397,135,147,1,2,04/11/2000,11,Graham Poll,148,2000/2001
3398,143,145,4,3,04/11/2000,11,David Elleray,156,2000/2001
3399,146,144,0,1,04/11/2000,11,Andy D'Urso,233,2000/2001
3400,148,120,0,1,04/11/2000,11,Andy D'Urso,161,2000/2001
3401,149,142,2,1,04/11/2000,11,Alan Wiley,162,2000/2001
3402,158,134,3,2,04/11/2000,11,Jeff Winter,235,2000/2001
3403,163,160,2,1,04/11/2000,11,Dermot Gallagher,234,2000/2001
3404,138,121,0,1,05/11/2000,11,Stephen Lodge,151,2000/2001
3405,137,166,0,0,06/11/2000,11,Paul Durkin,285,2000/2001
3406,120,137,0,0,11/11/2000,12,Stephen Lodge,231,2000/2001
3407,121,163,2,0,11/11/2000,12,Barry Knight,134,2000/2001
